代碼,學分,學時,老師,班級,Subject,科目,時間,地點
S206,3,3,趙貴祥,機電大職四選2, Switching Power Supply Design,切換式電源轉換器設計,三10-12,E317電力電子實驗教室
S207,3,4,林俊成,機電大職四選4, Digital Signal Processing and Practice,數位信號處理及實習,四10-13,E228微處理機實驗教室
S208,1,2,陳建文,機電大職三選2, All-out Defense Education Military Training（Ⅱ）,全民國防教育軍事訓練（二）,二10-11,國秀樓509教室
S209,1,2,林志洪,機電大職四選4, All-out Defense Education Military Training（Ⅳ）,全民國防教育軍事訓練（四）,一10-11,國秀樓308教室
S210,3,6,產業實務實習六,機電大職四選5, The industry practises really and practically（Ⅵ）,產業實務實習（六）,,
S214,2,3,職訓中心,機電大職一, PLC Application and Practice,ＰＬＣ應用設計與實習,,
S215,2,2,職訓中心,機電大職一, Introduction to Electric,電機概論,,
S216,3,3,職訓中心,機電大職一, The Application of Fluid Power System and Pneumatics,油氣壓應用,,
S217,3,4,職訓中心,機電大職一, Linear IC Applications & Experiments,線性ＩＣ應用及實習,,
S218,3,3,職訓中心,機電大職一, Logic Circuit Design,邏輯設計,,
S219,3,3,職訓中心,機電大職一, Electronics（Ⅱ）,電子學（二）,,
S220,1,3,職訓中心,機電大職一, Electronics Circuits Lab.（Ⅱ）,電子實習（二）,,
S221,2,2,凌玲,機電大職一, Applied Chinese （Ⅱ）,應用國文（二）,四13-14,中彰投分署教學大樓205教室
S222,3,3,黃國華,機電大職一, Calculus,微積分,四10-12,中彰投分署教學大樓205教室
S223,0,2,鄧政顯,機電大職一, PhysicalEducation（Ⅱ）,體育（二）,三13-14,中彰投分署教學大樓205教室
S224,3,3,郭應標,機電大職一, Electric Circuit Analysis （Ⅱ）,電路學（二）,二10-12,中彰投分署教學大樓205教室
S225,3,3,郭英哲,機電大職一, University Physics （Ⅱ）,普通物理（二）,三10-12,中彰投分署教學大樓205教室
S226,2,2,沈玉如,機電大職二," Employment, workplace skills and core competencies",就業技巧與職場核心能力,,單週開課)一10-1
S227,3,3,賴郁婷,機電大職二, Practical English （Ⅱ）,實用英文（二）,四10-12,國秀樓503教室
S228,0,2,林誯鎮,機電大職二, PhysicalEducation（Ⅳ）,體育（四）,二13-14,羽球場
S229,3,3,余文隆,機電大職二, Electric Machinery,電機機械,二10-12,國秀樓503教室
S230,3,6,產業實務實習二,機電大職二, The industry practises really and practically（Ⅱ）,產業實務實習（二）,,
S231,3,3,張億收,機電大職三, Listening and Speaking,英文聽講,五10-12,國秀樓509教室
S232,3,3,楊劍鋒,機電大職三, Power Electronics,電力電子學,四11-13,E243專題製作室
S233,3,3,羅永昌,機電大職三, Electric Machine Control,電機控制,三10-12,E224 PC-BASED實驗室
S234,3,6,產業實務實習四,機電大職三, The industry practises really and practically（Ⅳ）,產業實務實習（四）,,
S235,0,0,,機電大職一,,班週會時間,二13-14,中彰投分署教學大樓205教室
S236,0,0,,機電大職二,,班週會時間,五10-10,"E243專題製作室), 三14-1"
S237,0,0,,機電大職三,,班週會時間,三13-14,E313工業電子及感測實
S238,0,0,,機電大職四,,班週會時間,三13-14,E320電能技術CAD實驗
S301,3,3,張子欽,精密職大二選, Stamping Die Design,沖壓模設計,六05-07,"機械館綜合工廠), 六05-0"
S302,3,3,朱玟霖,精密職三甲選1, Automatic Controls,自動控制,一10-12,東海大學教室管理學院M101
S303,3,3,沈銘原,精密職三甲選2, Introduction to Nanotechnoiogy,奈米科技概論,四10-12,東海大學教室管理學院M101
S304,3,3,朱玟霖,精密職三甲選3, English for Science and Technology（Ⅱ）,科技英文（二）,三10-12,東海大學教室管理學院M109
S305,3,3,朱玟霖,精密職三乙選1, Automatic Controls,自動控制,一10-12,東海大學教室管理學院M101
S306,3,3,謝明珠,精密職三乙選2, Certificate of Computer-Aided Drawing,電腦輔助繪圖證照班,六09-11,機械館電腦繪圖室
S307,3,3,沈銘原,精密職三乙選3, Introduction to Nanotechnoiogy,奈米科技概論,四10-12,東海大學教室管理學院M101
S308,3,3,葉彥良,精密職大四選, Nontraditional Machining,非傳統加工,三10-12,東海大學教室管理學院M108
S321,2,2,楊靜芬,精密職大一, Chinese（Ⅱ）,國文（二）,三13-14,東海大學教室管理學院M117
S322,3,3,涂惠玲,精密職大一, Freshman English（Ⅱ）,大一英文（二）,六08-10,國秀樓2F語言教室C
S323,3,3,沈銘原,精密職大一, Calculus（Ⅰ）,微積分（一）,六01-03,國秀樓503教室
S324,0,2,韋磊,精密職大一, PhysicalEducation（Ⅱ）,體育（二）,六12-13,籃球場
S325,3,3,鄭文達,精密職大一, Practical Training（Ⅱ）,產業製造程序實習二,一01-03,
S326,3,3,鄭文達,精密職大一, Construction Materials,工程材料,六05-07,機械館電腦繪圖室
S327,3,3,陳雄章,精密職大一, Machinery,機構學,三10-12,東海大學教室管理學院M117
S329,2,3,潘吉祥,精密職大二, The internship of Industrial production equipment（II）,產業生產設備實習二,一01-03,
S330,3,3,陳雄章,精密職大二, Pneumatic And Hydraulic Control,氣液壓學,四10-12,東海大學教室管理學院M108
S331,3,3,潘吉祥,精密職大二, Applied Heat Transfer,應用熱傳學,一10-12,東海大學教室管理學院M109
S332,3,3,鄭文達,精密職大二,,電路學與實習,六01-03,機械館電機實驗室
S333,2,3,詹俊奕,精密職大二, Computer-Aided Design,電腦輔助設計與實習,六08-10,機械館CAE電腦教室
S334,2,3,林金雄,精密職三甲, The internship of Industrial Materials processing（II）,產業材料製程實習二,四06-08,
S335,3,3,林岳鋒,精密職三甲, Design and Measure of Machine Tool,工具機設計與量測,六06-08,國秀樓503教室
S336,3,3,王丁,精密職三甲, Programmable Logic Controller,可程式控制器,六02-04,機械館氣液壓實驗室
S337,3,3,邱俊智,精密職三甲, The theory and Practice of Mechatronics,機電整合,六09-11,國秀樓503教室
S338,2,3,盧鴻華,精密職三乙, The internship of Industrial Materials processing（II）,產業材料製程實習二,一01-03,
S339,3,3,林岳鋒,精密職三乙, Design and Measure of Machine Tool,工具機設計與量測,六02-04,國秀樓506教室
S340,3,3,簡伯霖,精密職三乙, Programmable Logic Controller,可程式控制器,六06-08,機械館電腦輔助產品設計電腦教室
S341,3,3,邱俊智,精密職三乙, The theory and Practice of Mechatronics,機電整合,三10-12,東海大學教室管理學院M116
S342,2,2,謝瑞青,精密職大四, Work place ethics and career plan,職場倫理與生涯規劃,六02-03,國秀樓507教室
S343,2,2,詹晴如,精密職大四, Art Appreciation,藝術鑑賞,六06-07,國秀樓4F美術鑑賞教室
S344,1,3,謝明珠,精密職大四, Project study（Ⅱ）,專題製作（二）,一01-03,
S345,2,3,張子欽,精密職大四, Computer aided manufacturing,電腦輔助製造與實習,六08-10,"機械館綜合工廠), 六08-1"
S346,0,0,,精密職大一,,班週會時間,六14-15,國秀樓506教室
S347,0,0,,精密職大二,,班週會時間,一13-14,東海大學教室管理學院M109
S348,0,0,,精密職三甲,,班週會時間,六12-13,國秀樓507教室
S349,0,0,,精密職三乙,,班週會時間,三13-14,東海大學教室管理學院M116
S350,0,0,,精密職大四,,班週會時間,六01-01,"國秀樓413教室), 六05-0"
S501,3,3,廖麗滿,生管職大二選, Software Application and Practice,套裝軟體應用,二12-14,工203生產管理實習室
S502,3,3,陳貴琳,生管職大三選1, Statistics Process Control,統計製程管制,二12-14,工302製造管理電子化
S503,3,3,翁美玲,生管職大三選2, Engineering Economy,工程經濟,四11-13,工403品質管理實驗室
S504,3,3,李國義,生管職大四選1, Product Innovation Practice,產品創新實務,二11-13,工002製造程序改善室
S505,3,3,林文燦,生管職大四選2, International Quality Assurance,國際品質保證,六03-05,工001工管科階梯教室
S506,3,3,李奇芳,生管職大四選3, Project Management,專案管理,六07-09,工103設施規劃實習室
S521,3,3,沈孟君,生管職大一, Applied English （Ⅱ）,應用英文（二）,六03-05,國秀樓509教室
S522,0,2,宋孟遠,生管職大一, PhysicalEducation（Ⅱ）,體育（二）,二13-14,籃球場
S523,3,3,黃存宏,生管職大一, Applied Mathematics（Ⅱ）,應用數學（二）,六07-09,工001工管科階梯教室
S524,2,2,林如文,生管職大一, Interpersonal Relationships and Communication and Coordination,人際關係與溝通協調,六01-02,工001工管科階梯教室
S525,2,8,產業實務實習二,生管職大一, Workplace Practicum （I）,產業實務實習（二）,五01-08,
S526,3,3,黃敬仁,生管職大一, Computer Program,計算機程式,二10-12,工201微電腦實習室
S527,3,3,涂裕民,生管職大一, Computer Aided Drawing,電腦輔助繪圖,四11-13,工201微電腦實習室
S528,2,2,郭苑平,生管職大二, Applied Chinese （Ⅱ）,應用國文（二）,六04-05,工002製造程序改善室
S529,2,2,林格妃,生管職大二, Industrial Japanese,工業日文,四10-11,工103設施規劃實習室
S530,2,8,產業實務實習四,生管職大二, Workplace Practicum （IV）,產業實務實習（四）,五01-08,
S531,3,3,王偉驎,生管職大二, Automatic Manufacturing System,自動化生產系統,四12-14,工303整合製造模擬室
S532,3,3,陳新民,生管職大二, Material Management,物料管理,六07-09,工002製造程序改善室
S533,3,3,黃喬次,生管職大二, The Automatic Data Collection System,自動化資料蒐集系統,六01-03,工002製造程序改善室
S534,2,8,產業實務實習六,生管職大三, Workplace Practicum （VI）,產業實務實習（六）,五01-08,
S535,3,3,黃存宏,生管職大三, Work Study,工作研究,六04-05,"工103設施規劃實習室), 二11-1"
S536,3,3,何境峰,生管職大三, Facilities Planning,設施規劃,六01-03,工103設施規劃實習室
S537,3,3,黃譯興,生管職大三, Mechanical and Electrical Conformity Introduction,機電整合概論,六07-09,工203生產管理實習室
S538,2,8,產業實務實習八,生管職大四, Workplace Practicum（VIII）,產業實務實習（八）,五01-08,
S539,1,3,黃敬仁,生管職大四, Project Study （Ⅱ）,實務專題（二）,二14-14,"工201微電腦實習室), 六01-0"
S540,0,0,,生管職大一,,班週會時間,四10-10,"工201微電腦實習室), 四14-1"
S541,0,0,,生管職大二,,班週會時間,二10-10,"工001工管科階梯教室), 六10-1"
S542,0,0,,生管職大三,,班週會時間,四10-10,"工403品質管理實驗室), 四14-1"
S543,0,0,,生管職大四,,班週會時間,二10-10,"工002製造程序改善室), 四10-1"
S551,3,3,何岳璟,微電控職大一選, Object-Oriented Programming Language,物件導向程式設計,五07-09,E613-工程館6F
S552,3,3,游信強,微電控職大二選, Introduction to VLSI,VLSI概論,一05-07,E525-工程館5F
S553,3,3,何岳璟,微電控職大三選, Electromagnetics,電磁學概論,二02-04,E613-工程館6F
S554,3,3,游信強,微電控職大三選, Material of Semiconductor,半導體材料,三01-03,E525-工程館5F
S555,3,3,陳英傑,微電控職大四選, Computer Interface Technique,介面技術,一02-04,E710-工程館7F
S556,3,3,蔡忠和,微電控職大四選, Single-Chip Microcomputer Practice,單晶片微電腦實務,二02-04,E626-工程館6F
S557,3,3,陳啟鈞,微電控職大四選, The concept of SOPC,系統晶片設計,二05-07,E613-工程館6F
S558,2,2,曾淑娟,微電控職大四選, Lifelong Learning and Career Planning,終生學習與生涯規劃,二10-11,工程館E440教室
S561,3,3,林水春,微電控職大一, Calculus（Ⅱ）,微積分（二）,五02-04,E617-工程館6F
S563,0,2,洪彰鴻,微電控職大一, PhysicalEducation（Ⅱ）,體育（二）,四03-04,撞球
S564,3,3,廖育菁,微電控職大一, English（Ⅱ）,英文（二）,四08-10,國秀樓509教室
S565,3,3,何岳璟,微電控職大一, The Industry Practices Really and Practically（II）,產業實務實習（二）,日02-04,工程館E440教室
S566,3,3,董秋溝,微電控職大一, Digital Logic Design,數位邏輯原理,四05-07,E525-工程館5F
S567,2,2,林水春,微電控職大一, Applied Mathematics（Ⅰ）,應用數學（一）,五05-06,E617-工程館6F
S568,3,3,蘇紹雯,微電控職大二, Listening and Speaking（Ⅱ）,英文聽講（二）,二10-12,國秀樓5樓ESP視訊專業教室
S569,0,2,宋孟遠,微電控職大二, PhysicalEducation（Ⅳ）,體育（四）,二08-09,排球場
S570,3,3,林水春,微電控職大二, The Industry Practices Really and Practically（IV）,產業實務實習（四）,六09-11,工程館E440教室
S571,2,3,何岳璟,微電控職大二, Electronics Circuits Lab.（Ⅱ）,電子實習（二）,二05-07,E715-工程館7F
S572,3,3,陳若貞,微電控職大二, Electronics（Ⅱ）,電子學（二）,二02-04,E623-工程館6F
S573,2,2,陳若貞,微電控職大二, Electric Circuit Analysis （Ⅱ）,電路學（二）,一08-09,E623-工程館6F
S574,3,3,何岳璟,微電控職大三, The Industry Practices Really and Practically（VI）,產業實務實習（六）,日06-08,工程館E440教室
S575,3,3,李肇廉,微電控職大三, Programmable Logic Controller Application,可程式控制器實習（PLC）,五02-04,E614-工程館6F
S576,3,3,洪玉城,微電控職大三, Analog IC design and simulation,類比 IC 設計與模擬,一02-04,E544-工程館5F
S577,3,3,林水春,微電控職大四, The Industry Practices Really and Practically（VIII）,產業實務實習（八）,日09-11,工程館E440教室
S578,0,0,,微電控職大一,,班週會時間,四01-02,E544-工程館5F
S579,0,0,,微電控職大二,,班週會時間,一10-11,E715-工程館7F
S580,0,0,,微電控職大三,,班週會時間,一01-01,"E525-工程館5F), 五01-0"
S581,0,0,,微電控職大四,,班週會時間,二08-09,E623-工程館6F
S601,3,3,歐文龍,製研職大四選, Career professional license counseling,職場專業證照輔導,五12-14,中科教室217
